id,"name","code","conversion_code",community_id,ps_x,ps_y,ps_size,"name_ar","name_de","name_el","name_en","name_es","name_fr","name_he","name_hi","name_it","name_ja","name_ko","name_nl","name_ru","name_pt","name_tr","name_zh_cn"
162,"Pasta, whether or not cooked or stuffed (with meat or other substances) or otherwise prepared, such as spaghetti, macaroni, noodles, lasagna, gnocchi, ravioli, cannelloni; couscous, whether or not prepared","1902","0483",126,2884.408936,2396.337158,15.915527,"معكرونة","Pasta","Ζυμαρικά","Pasta","Pasta","Pâtes","פסטה","पास्ता","Pasta","パスタ","파스타","Pasta","Макаронные изделия","Macarrão","Makarna","面食"
163,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, siftings or in similar forms:","1903","0564",126,NULL,NULL,NULL,"التابيوكا","Tapioka","Ταπιόκα","Tapioca","Tapioca","Tapioca","טפיוקה","टैपिओका","Tapioca","タピオカ","타피오카","Tapioca","Тапиока","Tapioca","Tapyoka","木薯"
164,"Prepared foods obtained by the swelling or roasting of cereals or cereal products (for example, cornflakes); cereals (other than corn (maize)) in grain form or in the form of flakes or other worked grains (except flour, groats and meal)","1904","0481",126,2208.076782,2508.372803,15.568604,"الحبوب الغذائية","Cereal Foods","Τροφές δημητριακών","Cereal foods","Los alimentos de cereales","Aliments céréaliers","דגני בוקר מזונות","अनाज खाद्य पदार्थ","Cereali alimenti","穀物食品","시리얼 식품","Cereal voedsel","Зерновые продукты","Alimentos à base de cereais","Tahıl gıdalar","谷类食品"
165,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty capsules of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products","1905","0484",126,2404.13208,2431.479492,18.327148,"خبز وفطائر وكعك وبسكويت وغيرها من السلع المخبوزة","Brot, Gebäck, Kuchen, Kekse und andere Backwaren","Αρτοποιίας, ζαχαροπλαστικής, κέικ, μπισκότα και άλλα ψημένα αγαθά","Bread, pastry, cakes, biscuits and other baked goods","Pan, pastelería, tortas, galletas y otros productos horneados","Pains, pâtisseries, gâteaux, biscuits et autres produits de boulangerie","בצק, לחם, עוגות, עוגיות ומוצרי מאפה אחרים","ब्रेड, पेस्ट्री, केक, बिस्कुट और अन्य बेक्ड माल","Pane, pasticceria, torte, biscotti e altri prodotti da forno","パン、ペストリー、ケーキ、ビスケットその他の焼き菓子","빵, 페스트리, 케이크, 비스킷과 다른 구운 제품","Brood, gebak, koekjes en andere gebakken producten","Хлеб, печенье, пирожные, печенье и прочие хлебобулочные изделия","Pão, pastelaria, bolos, biscoitos e outros produtos assados","Ekmek, pasta, kek, bisküvi ve diğer unlu mamuller","面包，糕点，蛋糕，饼干及其他焙烤食品"
166,"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid","2001","0565",126,2442.145508,2346.549072,15.094238,"الخضروات والفواكه والمكسرات محفوظة بالخل","Gemüse, Früchte, Nüsse, mit Essig haltbar gemacht","Λαχανικά, καρποί και φρούτα διατηρημένα με ξίδι","Vegetables, fruit, nuts preserved by vinegar","Verduras, frutas, frutos secos conservados en vinagre","Légumes, fruits, noix, conservés au vinaigre","ירקות, פירות, אגוזים שנשמרו על ידי חומץ","सब्जियां, फल, सिरका द्वारा संरक्षित पागल","Ortaggi e legumi, frutta conservati nell'aceto","野菜、果物、酢によって保持ナット","야채, 과일, 식초에 의해 보존 너트","Groenten, vruchten, noten verduurzaamd in azijn","Овощи, фрукты, орехи консервированные с добавлением уксуса","Legumes, frutas em conserva em vinagre","Sebze, meyve, sirke tarafından korunmuş fındık","蔬菜，水果，用醋保藏坚果"
167,"Tomatoes prepared or preserved otherwise than by vinegar or acetic acid","2002","0565",126,2506.406006,2799.340088,15.428223,"الطماطم (البندورة)، محضرة أو محفوظة","Tomaten, zubereitet oder haltbar gemacht","Ντομάτες, παρασκευασμένες ή διατηρημένες","Tomatoes, prepared or preserved","Tomates, preparados o conservados","Tomates, préparées ou conservées","עגבניות, מוכנים או משומרים","टमाटर तैयार है, या संरक्षित","Pomodori, preparati o conservati","トマト、調製をし又は保存に","토마토는 준비 또는 보존","Tomaten, bereid of verduurzaamd","Томаты, приготовленные или консервированные","Tomates, preparados ou conservados","Domates, hazırlanmış veya konserve","调制或保藏番茄，"
168,"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid","2003","0565",126,1053.693481,2231.677734,15.030029,"والفطر، محضرة أو محفوظة","Pilze, zubereitet oder haltbar gemacht","Μανιτάρια, παρασκευασμένα ή διατηρημένα","Mushrooms, prepared or preserved","Setas, preparadas o conservadas","Champignons, préparés ou conservés","פטריות, מוכנים או משומרים","मशरूम तैयार है, या संरक्षित","Funghi, preparati o conservati","マッシュルーム、調製をし又は保存に","버섯, 준비하거나 보존","Paddestoelen, bereid of verduurzaamd","Грибы, приготовленные или консервированные","Cogumelos, preparados ou conservados","Mantar, hazırlanmış veya konserve","制作或保藏的蘑菇，"
169,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, frozen, other than products of heading 2006","2004","0546",126,1725.36084,2716.898438,15.60498,"الخضروات وغيرها، محضرة أو محفوظة","Anderes Gemüse, zubereitet oder haltbar gemacht","Άλλα λαχανικά, παρασκευασμένα ή διατηρημένα","Other vegetables, prepared or preserved","Las demás hortalizas, preparadas o conservadas","Autres légumes, préparés ou conservés","ירקות אחרים, מוכנים או משומרים","अन्य सब्जियों के लिए तैयार है, या संरक्षित","Altri ortaggi e legumi, preparati o conservati","他の野菜は、調製をし又は保存に","다른 야채는 준비 또는 보존","Andere groenten, bereid of verduurzaamd","Прочие овощи, приготовленные или консервированные","Outros produtos hortícolas preparados ou conservados","Diğer sebzeler, hazırlanmış veya konserve edilmiş","其他蔬菜，调制或保藏"
170,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading 2006","2005","0980",126,2462.698242,2435.735962,16.125,"استعدادات الخضر المتجانس","Homogenisierte pflanzliche Präparate","Ομογενοποιημένα παρασκευάσματα λαχανικών","Homogenized vegetable preparations","Preparaciones homogeneizadas vegetales","Préparations de légumes homogénéisés","ירקות ההכנות ומעורים","Homogenized सब्जी की तैयारी","Preparazioni vegetali omogeneizzate","均質化された野菜の準備","균질 야채 준비","Gehomogeniseerde groentebereidingen","Гомогенизированные готовые продукты растительного","Homogeneizados vegetais","Homojenize sebze preparatları","均质蔬菜准备"
171,"Vegetables, fruit, nuts, fruit-peel and other parts of plants preserved by sugar (drained, glacÃÆÃÂ© or crystallized):","2006","0582",126,NULL,NULL,NULL,"الخضروات والفواكه والمكسرات والفاكهة قشر، والحفاظ عليها الخ","Gemüse, Früchte, Nüsse, Fruchtschalen, etc erhalten","Λαχανικά, φρούτα, ξηρούς καρπούς, φρούτα, φλούδες, κλπ διατηρημένα","Vegetables, fruits, nuts, fruit-peel, etc preserved","Verduras, frutas, nueces, cáscara de frutas, etc conservado","Légumes, fruits, noix, écorces de fruits, etc préservé","ירקות, פירות, אגוזים, פירות, פיל, לשמר וכו '","सब्जियां, फल, मेवा, फल छील, आदि संरक्षित","Ortaggi e legumi, frutta, noci, scorze di frutta, ecc conservati","野菜、果物、ナッツ、フルーツピール等は、保存され","야채, 과일, 견과류, 과일 껍질은 등 보존","Groenten, fruit, noten, fruit-peel, etc bewaard","Овощи, фрукты, орехи, кожура плодов и т.д. сохранились","Legumes, frutas, nozes, cascas de frutas, etc preservada","Sebze, meyve, fındık, meyve kabukları, vb korunmuş","蔬菜，水果，坚果，水果皮，等保存"
172,"Jams, fruit jellies, marmalades, fruit or nut pureÃÆÃÂ© and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter","2007","0583",126,2403.703735,2461.482422,15.185303,"المربيات والهلام","Konfitüren, Gelees","Γλυκά κουταλιού, ζελέδες","Jams, jellies","Mermeladas, jaleas","Confitures, gelées","ריבות, ג'לי","जाम जेली,","Confetture, gelatine","ジャム、ゼリー","잼, 젤리","Jam, gelei","Джемы, желе","Doces, geléias","Reçeller, jöleler","果酱，果冻"
173,"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included","2008","0589",126,2473.925903,2463.975342,16.428955,"الفواكه والمكسرات، والحفاظ على النباتات الصالحة للأكل مع السكر","Früchte, Nüsse und essbare Pflanzen mit Zucker haltbar gemacht","Φρούτα, ξηροί καρποί και τα βρώσιμα φυτά διατηρημένα με ζάχαρη","Fruit, nuts and edible plants preserved with sugar","Frutas u otros frutos y plantas comestibles en conserva con azúcar","Fruits, noix et les plantes comestibles conservés avec du sucre","אגוזים, פירות וצמחי מאכל משומרים בסוכר","फल, नट और चीनी के साथ संरक्षित खाद्य पौधों","Frutta, frutta a guscio e le piante commestibili, conservati con lo zucchero","フルーツ、ナッツ、砂糖で保存食用植物","설탕으로 보존 과일, 견과류 및 식용 식물","Vruchten, noten en eetbare planten geconserveerd met suiker","Фрукты, орехи и съедобные растения, сохранившиеся с сахаром","De frutas e plantas comestíveis conservados com açúcar","Şeker ile korunmuş meyve, fındık ve yenilebilir bitkiler","水果，坚果和食用植物糖渍"
